,Unnamed: 0,CODE_GENDER_M,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Occup2,OCCUPATION_TYPE_Occup3,OCCUPATION_TYPE_Occup4,OCCUPATION_TYPE_Occup5,OCCUPATION_TYPE_Occup6,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,months_in_book,Cluster
29299,29299,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5117186,1,0,112500.0,-20570,365243,0,0,0,2.0,79,0
29300,29300,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5117632,1,0,112500.0,-18795,365243,0,1,0,2.0,37,0
29301,29301,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5091811,1,0,112500.0,-8746,-1873,1,1,0,1.0,65,1
29302,29302,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5091812,1,0,112500.0,-8746,-1873,1,1,0,1.0,65,1
29303,29303,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5091813,1,0,112500.0,-8746,-1873,1,1,0,1.0,65,1
29304,29304,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5136027,1,0,112500.0,-19532,-2331,0,0,0,2.0,77,1
29305,29305,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5136028,1,0,112500.0,-19532,-2331,0,0,0,2.0,77,1
29306,29306,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5136029,1,0,112500.0,-19532,-2331,0,0,0,2.0,77,1
29307,29307,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5036469,1,0,112500.0,-20333,-1546,0,0,0,2.0,31,1
29308,29308,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5092402,1,0,112500.0,-10117,-108,0,0,0,1.0,51,1
29309,29309,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5092403,1,0,112500.0,-10117,-108,0,0,0,1.0,51,1
29310,29310,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5050619,1,0,112500.0,-10004,-1962,0,1,0,2.0,17,1
29311,29311,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5050620,1,0,112500.0,-10004,-1962,0,1,0,2.0,17,1
29312,29312,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5050621,1,0,112500.0,-10004,-1962,0,1,0,2.0,17,1
29313,29313,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5142379,1,0,112500.0,-8466,-483,1,0,0,2.0,24,1
29314,29314,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5142380,1,0,112500.0,-8466,-483,1,0,0,2.0,24,1
29315,29315,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5142381,1,0,112500.0,-8466,-483,1,0,0,2.0,24,1
29316,29316,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5142382,1,0,112500.0,-8466,-483,1,0,0,2.0,24,1
29317,29317,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5143625,1,0,112500.0,-20878,-1782,0,0,0,2.0,26,1
29318,29318,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5143626,1,0,112500.0,-20878,-1782,0,0,0,2.0,26,1
29319,29319,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089283,1,0,112500.0,-17679,-2592,1,0,0,2.0,36,1
29320,29320,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089284,1,0,112500.0,-17679,-2592,1,0,0,2.0,36,1
29321,29321,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5114220,1,0,112500.0,-12002,-2262,1,0,0,2.0,126,1
29322,29322,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5114221,1,0,112500.0,-12002,-2262,1,0,0,2.0,126,1
29323,29323,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5114222,1,0,112500.0,-12002,-2262,1,0,0,2.0,126,1
29324,29324,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5114223,1,0,112500.0,-12002,-2262,1,0,0,2.0,126,1
29325,29325,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5114224,1,0,112500.0,-12002,-2262,1,0,0,2.0,126,1
29326,29326,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5125397,1,0,112500.0,-10066,-834,0,0,0,2.0,106,1
29327,29327,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5125398,1,0,112500.0,-10066,-834,0,0,0,2.0,106,1
29328,29328,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5125399,1,0,112500.0,-10066,-834,0,0,0,2.0,106,1
29329,29329,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5125400,1,0,112500.0,-10066,-834,0,0,0,2.0,106,1
29330,29330,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5125401,1,0,112500.0,-10066,-834,0,0,0,2.0,106,1
29331,29331,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009368,1,0,115290.0,-23187,365243,0,1,1,2.0,68,0
29332,29332,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009369,1,0,115290.0,-23187,365243,0,1,1,2.0,68,0
29333,29333,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009370,1,0,115290.0,-23187,365243,0,1,1,2.0,68,0
29334,29334,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009371,1,0,115290.0,-23187,365243,0,1,1,2.0,68,0
29335,29335,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009372,1,0,115290.0,-23187,365243,0,1,1,2.0,68,0
29336,29336,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5009373,1,0,115290.0,-23187,365243,0,1,1,2.0,68,0
29337,29337,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5125863,1,0,117000.0,-9053,-165,0,0,1,1.0,85,1
29338,29338,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5125864,1,0,117000.0,-9053,-165,0,0,1,1.0,85,1
29339,29339,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5125865,1,0,117000.0,-9053,-165,0,0,1,1.0,85,1
29340,29340,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5125866,1,0,117000.0,-9053,-165,0,0,1,1.0,85,1
29341,29341,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066965,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29342,29342,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066966,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29343,29343,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066967,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29344,29344,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066968,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29345,29345,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066969,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29346,29346,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066971,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29347,29347,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066973,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29348,29348,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066974,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29349,29349,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066975,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29350,29350,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066977,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29351,29351,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066978,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29352,29352,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066979,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29353,29353,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5066980,1,0,119250.0,-17542,-645,0,0,1,2.0,412,1
29354,29354,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5050630,1,0,119250.0,-17577,-592,0,0,0,2.0,36,1
29355,29355,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5092450,1,0,121500.0,-9215,-108,0,0,0,1.0,143,1
29356,29356,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5092451,1,0,121500.0,-9215,-108,0,0,0,1.0,143,1
29357,29357,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5092452,1,0,121500.0,-9215,-108,0,0,0,1.0,143,1
29358,29358,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5092453,1,0,121500.0,-9215,-108,0,0,0,1.0,143,1
29359,29359,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5092454,1,0,121500.0,-9215,-108,0,0,0,1.0,143,1
29360,29360,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5090460,1,0,121500.0,-20997,-7006,1,1,0,2.0,5,1
29361,29361,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5142706,1,0,121500.0,-15416,-1688,1,1,0,2.0,57,1
29362,29362,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5142707,1,0,121500.0,-15416,-1688,1,1,0,2.0,57,1
29363,29363,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5142708,1,0,121500.0,-15416,-1688,1,1,0,2.0,57,1
29364,29364,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5142710,1,0,121500.0,-15416,-1688,1,1,0,2.0,57,1
29365,29365,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5142711,1,0,121500.0,-15416,-1688,1,1,0,2.0,57,1
29366,29366,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5079057,1,0,121500.0,-14869,-6904,0,1,0,2.0,136,1
29367,29367,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5079058,1,0,121500.0,-14869,-6904,0,1,0,2.0,136,1
29368,29368,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5079060,1,0,121500.0,-14869,-6904,0,1,0,2.0,136,1
29369,29369,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5079061,1,0,121500.0,-14869,-6904,0,1,0,2.0,136,1
29370,29370,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5079062,1,0,121500.0,-14869,-6904,0,1,0,2.0,136,1
29371,29371,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5079063,1,0,121500.0,-14869,-6904,0,1,0,2.0,136,1
29372,29372,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5079064,1,0,121500.0,-14869,-6904,0,1,0,2.0,136,1
29373,29373,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5104913,1,0,121500.0,-10962,-3518,1,0,0,1.0,70,1
29374,29374,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5104914,1,0,121500.0,-10962,-3518,1,0,0,1.0,70,1
29375,29375,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5104915,1,0,121500.0,-10962,-3518,1,0,0,1.0,70,1
29376,29376,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5054116,1,0,126000.0,-20136,-1795,0,1,0,2.0,36,1
29377,29377,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5054117,1,0,126000.0,-20136,-1795,0,1,0,2.0,36,1
29378,29378,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5054118,1,0,126000.0,-20136,-1795,0,1,0,2.0,36,1
29379,29379,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089381,1,0,126000.0,-20116,-248,1,0,0,2.0,126,1
29380,29380,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089382,1,0,126000.0,-20116,-248,1,0,0,2.0,126,1
29381,29381,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089383,1,0,126000.0,-20116,-248,1,0,0,2.0,126,1
29382,29382,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089384,1,0,126000.0,-20116,-248,1,0,0,2.0,126,1
29383,29383,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089385,1,0,126000.0,-20116,-248,1,0,0,2.0,126,1
29384,29384,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5090660,1,0,126000.0,-20116,-248,1,0,0,2.0,126,1
29385,29385,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5033454,1,0,126000.0,-17931,-5437,1,1,1,2.0,25,1
29386,29386,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5033619,1,0,126000.0,-8696,-172,0,0,0,2.0,2,1
29387,29387,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5050677,1,0,132372.0,-8414,-378,1,0,1,2.0,29,1
29388,29388,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5050678,1,0,132372.0,-8414,-378,1,0,1,2.0,29,1
29389,29389,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5050679,1,0,132372.0,-8414,-378,1,0,1,2.0,29,1
29390,29390,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5028821,1,0,135000.0,-17422,-2029,0,1,1,2.0,5,1
29391,29391,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5024335,1,0,135000.0,-10511,-305,0,0,0,2.0,14,1
29392,29392,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5024336,1,0,135000.0,-10511,-305,0,0,0,2.0,14,1
29393,29393,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5024337,1,0,135000.0,-10511,-305,0,0,0,2.0,14,1
29394,29394,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117484,1,0,135000.0,-19048,-3932,1,0,0,2.0,90,1
29395,29395,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117485,1,0,135000.0,-19048,-3932,1,0,0,2.0,90,1
29396,29396,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5117486,1,0,135000.0,-19048,-3932,1,0,0,2.0,90,1
29397,29397,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5033524,1,0,135000.0,-16425,-810,0,0,0,2.0,33,1
29398,29398,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5009490,1,0,135000.0,-16196,-6218,1,1,0,2.0,80,1
29399,29399,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5009492,1,0,135000.0,-16196,-6218,1,1,0,2.0,80,1
29400,29400,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5116044,1,0,135000.0,-14632,-437,0,0,0,2.0,35,1
29401,29401,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5118391,1,0,135000.0,-11440,-4663,0,0,0,2.0,144,1
29402,29402,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5118392,1,0,135000.0,-11440,-4663,0,0,0,2.0,144,1
29403,29403,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5118393,1,0,135000.0,-11440,-4663,0,0,0,2.0,144,1
29404,29404,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5118394,1,0,135000.0,-11440,-4663,0,0,0,2.0,144,1
29405,29405,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5118395,1,0,135000.0,-11440,-4663,0,0,0,2.0,144,1
29406,29406,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5118396,1,0,135000.0,-11440,-4663,0,0,0,2.0,144,1
29407,29407,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096725,1,0,135000.0,-10910,-2349,1,0,0,2.0,178,1
29408,29408,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096726,1,0,135000.0,-10910,-2349,1,0,0,2.0,178,1
29409,29409,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096727,1,0,135000.0,-10910,-2349,1,0,0,2.0,178,1
29410,29410,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096728,1,0,135000.0,-10910,-2349,1,0,0,2.0,178,1
29411,29411,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096729,1,0,135000.0,-10910,-2349,1,0,0,2.0,178,1
29412,29412,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5096730,1,0,135000.0,-10910,-2349,1,0,0,2.0,178,1
29413,29413,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5118001,1,0,135000.0,-24096,365243,0,0,0,1.0,159,0
29414,29414,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5118002,1,0,135000.0,-24096,365243,0,0,0,1.0,159,0
29415,29415,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5118003,1,0,135000.0,-24096,365243,0,0,0,1.0,159,0
29416,29416,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5100265,1,0,135000.0,-24096,365243,0,0,0,1.0,159,0
29417,29417,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5099770,1,0,135000.0,-22688,365243,0,0,0,2.0,46,0
29418,29418,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5142868,1,0,135000.0,-21113,365243,0,0,0,2.0,61,0
29419,29419,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5142869,1,0,135000.0,-21113,365243,0,0,0,2.0,61,0
29420,29420,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096659,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29421,29421,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096660,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29422,29422,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096662,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29423,29423,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096663,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29424,29424,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096664,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29425,29425,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096665,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29426,29426,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096666,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29427,29427,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096667,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29428,29428,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096668,1,0,135000.0,-14400,365243,0,1,0,2.0,182,0
29429,29429,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5100111,1,0,135000.0,-10239,365243,0,0,0,2.0,44,0
29430,29430,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5033560,1,0,135000.0,-20159,-1299,0,0,0,2.0,48,1
29431,29431,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5023205,1,0,135000.0,-19354,-5287,0,1,0,2.0,7,1
29432,29432,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5045809,1,0,135000.0,-15519,-2026,1,0,0,2.0,59,1
29433,29433,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5045810,1,0,135000.0,-15519,-2026,1,0,0,2.0,59,1
29434,29434,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5045811,1,0,135000.0,-15519,-2026,1,0,0,2.0,59,1
29435,29435,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5054204,1,0,135000.0,-9299,-1277,1,1,0,1.0,6,1
29436,29436,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5054205,1,0,135000.0,-9299,-1277,1,1,0,1.0,6,1
29437,29437,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5096944,1,0,135000.0,-8699,-673,1,0,0,2.0,2,1
29438,29438,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5100040,1,0,135000.0,-9034,-672,0,0,1,1.0,17,1
29439,29439,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5114092,1,0,135000.0,-13241,-436,1,1,0,2.0,258,1
29440,29440,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5114094,1,0,135000.0,-13241,-436,1,1,0,2.0,258,1
29441,29441,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5114098,1,0,135000.0,-13241,-436,1,1,0,2.0,258,1
29442,29442,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5114099,1,0,135000.0,-13241,-436,1,1,0,2.0,258,1
29443,29443,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5114100,1,0,135000.0,-13241,-436,1,1,0,2.0,258,1
29444,29444,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5114101,1,0,135000.0,-13241,-436,1,1,0,2.0,258,1
29445,29445,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5114102,1,0,135000.0,-13241,-436,1,1,0,2.0,258,1
29446,29446,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5090481,1,0,135000.0,-20045,-4335,0,0,0,2.0,36,1
29447,29447,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5050751,1,0,135000.0,-20043,-682,1,1,0,2.0,80,1
29448,29448,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5050752,1,0,135000.0,-20043,-682,1,1,0,2.0,80,1
29449,29449,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5050753,1,0,135000.0,-20043,-682,1,1,0,2.0,80,1
29450,29450,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5010584,1,0,135000.0,-20476,-525,0,0,0,2.0,18,1
29451,29451,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5010585,1,0,135000.0,-20476,-525,0,0,0,2.0,18,1
29452,29452,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5036807,1,0,135000.0,-20029,-10202,0,0,0,2.0,101,1
29453,29453,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5036808,1,0,135000.0,-20029,-10202,0,0,0,2.0,101,1
